type produit;numero AMM;nom produit;Composition;Revendication;Dénomination de classe;
MFSC;1110005;TERRACOTTEM COMPLEMENT;Eau distillée dans CA (NO3)2 (Min: 2.0 g/L, Max: 2.0 g/L) ;Eau distillée  (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200941;ULTRALG LIQUIDE;Oxyde de potassium (K2O) soluble dans l'eau (Min: 6.8 %, Max: 6.8 %)  | Mannitol (Min: 1.2 %, Max: 1.2 %)  | Acide alginique (Min: 4.2 %, Max: 4.2 %)  | Extrait d'algues Ascophyllum nodosum (Min: 32.0 %, Max: 32.0 %)  | pH (Min: 9.6 , Max: 9.6 ) ;Cuivre (Cu) total (Min:  , Max:  ) ;Matière fertilisante | Additif agronomique;
MFSC;1201090;VEGEDOR ACTIV;Matière sèche (Min: 78.0 %, Max: 78.0 %)  | Matière organique (Min: 65.0 %, Max: 65.0 %)  | Azote (N) total (Min: 1.8 %, Max: 1.8 %)  | Azote (N) organique (Min: 1.8 %, Max: 1.8 %)  | Anhydride phosphorique (P2O5) total (Min: 0.6 %, Max: 0.6 %)  | Oxyde de potassium (K2O)  (Min: 1.6 %, Max: 1.6 %)  | Extraits d'algues et extraits végétaux (Min: 1.0 %, Max: 1.0 %) ;;Matière fertilisante;
MFSC;1211010;SUGAR TRANSFER PLUS;Matière sèche  (Min: 38.0 %, Max: 38.0 %)  | Acides aminés libres (Min: 2.0 %, Max: 2.0 %)  | Azote (N) total  (Min: 0.5 %, Max: 0.5 %)  | dont Azote (N) organique (Min: 0.5 %, Max: 0.5 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 1.5 %, Max: 1.5 %)  | dont Oxyde de magnésium (MgO) complexé par l'acide gluconique (Min: 1.5 %, Max: 1.5 %)  | pH (Min: 4.0 , Max: 4.0 ) ;Polysaccharides (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1210176;VITALIANZ R SOJA;Bradyrhizobium japonicum souche G 49  (Min: 10000000000 UFC/mL, Max: 10000000000 UFC/mL) ;;Préparation bactérienne;
MFSC;1220490;KENDAL;Matière sèche (Min: 50.0 %, Max: 50.0 %)  | Carbone (C) organique (Min: 17.0 %, Max: 17.0 %)  | Azote (N) total  (Min: 5.0 %, Max: 5.0 %)  | dont azote (N) organique (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 2.0 %, Max: 2.0 %)  | Manganèse (Mn) chélaté EDTA soluble dans l'eau (Min: 0.01 %, Max: 0.01 %)  | Zinc (Zn) chélaté EDTA soluble dans l'eau (Min: 0.02 %, Max: 0.02 %)  | Acides aminés totaux (Min: 54.0 %, Max: 54.0 %)  | pH (Min: 5.3 , Max: 5.3 ) ;;Matière fertilisante;
MFSC;1220389;KAIZ' NK;Matière organique (Min: 50.0 %, Max: 50.0 %)  | Azote (N) total (Min: 9.0 %, Max: 9.0 %)  | dont azote (N) organique (Min: 9.0 %, Max: 9.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 18.0 %, Max: 18.0 %)  | Anhydre sulfure (SO3) total (Min: 15.5 %, Max: 15.5 %)  | dont anhydre sulfure (SO3) soluble dans l'eau (Min: 15.5 %, Max: 15.5 %)  | Acides aminés libres d'origine animale (Min: 2.0 %, Max: 2.0 %)  | pH (Min: 5.5 , Max: 5.5 ) ;Acides aminés libres d'origine animale (Min:  , Max:  ) ;Matière fertilisante | Additif agronomique;
MFSC;1250697;IKUSEI;Rhizophagus irregularis souche CECT 21226 (Min: 0.9 %, Max: 0.9 %)  | Azospirillum brasilense Emc3 souche CECT 9834 (Min: 20000000 UFC/g, Max: 20000000 UFC/g)  | Pseudomonas fluorescens Emc3 souche CECT 30181 (Min: 20000000 UFC/g, Max: 20000000 UFC/g) ;;Matière fertilisante;
MFSC;1240210;FEEDSER;Matière sèche (Min: 91.0 %, Max: 91.0 %)  | Azote total (N) (Min: 3.0 %, Max: 3.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 25.0 %, Max: 25.0 %)  | Calcium (Ca) soluble dans l'eau (Min: 10.0 %, Max: 10.0 %)  | Acides aminés libres (Min: 10.0 %, Max: 10.0 %)  | Bétaïne (Min: 10.0 %, Max: 10.0 %)  | pH (Min: 4.75 , Max: 4.75 )  | Conductivité électrique (Min: 9.0 ms / cm, Max: 9.0 ms / cm) ;;Matière fertilisante;
MFSC;1230330;CULTIVIT ACTIV ECOLOGIQUE;Matière organique totale (Min: 56.8 %, Max: 56.8 %)  | Carbone organique  (Min: 18.9 %, Max: 18.9 %)  | Azote (N) total  (Min: 2.2 %, Max: 2.2 %)  | dont azote (N) organique (Min: 2.2 %, Max: 2.2 %)  | Anhydride phosphorique (P2O5) total (Min: 1.2 %, Max: 1.2 %)  | Oxyde de potassium (K2O) total (Min: 2.2 %, Max: 2.2 %)  | Substances humiques totales (Min: 18.9 %, Max: 18.9 %)  | dont acides humiques (Min: 7.0 %, Max: 7.0 %)  | dont acides fulviques (Min: 11.9 %, Max: 11.9 %)  | Rapport C/N (Min: 15.0 , Max: 15.0 )  | pH (Min: 5.7 , Max: 5.7 ) ;;Matière fertilisante;
MFSC;1230331;CULTIVIT M.O. ACTIV;Matière organique totale (Min: 57.5 %, Max: 57.5 %)  | Carbone organique (Min: 32.2 %, Max: 32.2 %)  | Azote (N) total (Min: 2.2 %, Max: 2.2 %)  | dont Azote (N) organique (Min: 2.2 %, Max: 2.2 %)  | Anhydre phosphorique (P2O5) total  (Min: 1.2 %, Max: 1.2 %)  | Oxyde de potassium (K2O) total (Min: 2.5 %, Max: 2.5 %)  | Substances humiques totales (Min: 12.5 %, Max: 12.5 %)  | dont acides fulviques (Min: 7.7 %, Max: 7.7 %)  | Rapport C/N (Min: 15.0 , Max: 15.0 )  | pH (Min: 5.7 , Max: 5.7 )  | dont acides humiques (Min: 4.8 %, Max: 4.8 %) ;;Matière fertilisante;
MFSC;1160007;BIO-EFFICIENT;;;Matière fertilisante;
MFSC;8410030;AQUASORB 3005;Granulométrie (passant entre les tamis de 0,315 et 1 mm) (Min: 94.0 , Max: 94.0 )  | Matière sèche (Min: 90.0 %, Max: 90.0 %)  | Capacité d'absorption en eau (Min: 340.0 mL/g, Max: 340.0 mL/g)  | Capacité d'absorption d'une solution de Nitrate de Calcium Ca(NO3)2 à 2 g/L (Min: 46.0 mL/g, Max: 46.0 mL/g) ;;Rétenteur d'eau;
MFSC;1200556;BIOFIXIN-S;Bradyrhizobium japonicum (Min: 4000000000 UFC/g, Max: 4000000000 UFC/g) ;;Préparation bactérienne;
MFSC;6110001;AGRIPHOS;P2O5 total (Min: 9.0 %, Max: 13.0 %)  | MgO total (Min: 3.5 %, Max: 5.5 %)  | K2O total (Min: 9.0 %, Max: 13.0 %)  | P2O5 soluble dans l'acide citrique 2% (Min: 6.0 %, Max: 9.0 %)  | K2O soluble eau (Min: 7.0 %, Max: 11.0 %)  | Matière sèche (Min: 83.0 %, Max: 97.0 %)  | Anhydride sulfurique (SO3) total (Min: 4.0 %, Max: 8.0 %)  | Oxyde de calcium (CaO) total (Min: 25.0 %, Max: 25.0 %)  | pH (10 %) (Min: 12.2 , Max: 12.2 )  | Valeur neutralisante (Min: 25.0 eq CaO, Max: 25.0 eq CaO)  | Oxyde de potassium (K2O) soluble dans l'acide citrique 2% (Min: 9.0 %, Max: 11.0 %) ;;Matière fertilisante;
MFSC;1210175;SUPRACTYL CORE;Matière sèche  (Min: 51.6 %, Max: 51.6 %)  | Matière organique  (Min: 24.0 %, Max: 24.0 %)  | Azote (N) total  (Min: 13.0 %, Max: 13.0 %)  | Extraits d'algues et extraits végétaux (Min: 12.0 %, Max: 12.0 %)  | pH (Min: 8.0 , Max: 8.0 )  | Azote uréique (Min: 13.0 %, Max: 13.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %) ;Substances humiques (Min:  , Max:  )  | Acides aminés (Min:  , Max:  )  | Densité (Min:  , Max:  ) ;Matière fertilisante | Matière fertilisante;
MFSC;1210089;ACTISEED;Matière sèche  (Min: 24.0 %, Max: 24.0 %)  | Manganèse (Mn) soluble dans l'eau (Min: 2.4 %, Max: 2.4 %)  | Zinc (Zn) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | Carbone organique (Min: 2.9 %, Max: 2.9 %)  | pH (Min: 6.8 , Max: 6.8 ) ;;Matière fertilisante;
MFSC;1150003;QUALIBRA PRO;Tension superficielle (Min: 43.4 mN/m, Max: 43.4 mN/m)  | Matière sèche (Min: 94.1 % MB, Max: 94.1 % MB)  | Masse volumique (Min: 1.05 kg/L , Max: 1.05 kg/L )  | pH (Min: 8.5 %, Max: 8.5 %) ;;Rétenteur d'eau;
MFSC;1171327;THIO-SUL;Matière sèche (Min: 60.0 % MB, Max: 60.0 % MB)  | SO3 soluble eau (Min: 64.0 % MB, Max: 64.0 % MB)  | Soufre élémentaire (S) (Min: 26.0 % MB, Max: 26.0 % MB) ;pH (Min:  , Max:  )  | Azote total sous forme ammoniacale (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1230466;BONCROP FLOW ;Matière sèche (Min: 20.0 %, Max: 20.0 %)  | Matière organique totale (Min: 13.0 %, Max: 13.0 %)  | Azote (N) organique  (Min: 1.0 %, Max: 1.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | pH (Min: 10.0 , Max: 10.0 ) ;Alcide alginique (Min:  , Max:  )  | Acides aminés végétaux (Min:  , Max:  )  | Substances humiques (Min:  , Max:  ) ;Matière fertilisante;
MFSC;6090002;COTEN'MIX;N total (Min: 42.5 %, Max: 45.0 %)  | N uréique enrobé (Min: 10.5 %, Max: 21.0 %)  | N uréique non enrobé (Min: 23.0 %, Max: 34.5 %) ;;Engrais minéral azoté;
MFSC;1230947;LALVIGNE PROHYDRO;Matière sèche (Min: 95.0 %, Max: 95.0 %)  | Azote (N) total  (Min: 7.0 %, Max: 7.0 %)  | dont azote (N) organique (Min: 7.0 %, Max: 7.0 %)  | Acides aminés libres (Min: 14.0 %, Max: 14.0 %)  | pH (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1230797;GOLDEN SEA;Matière sèche (Min: 2.0 %, Max: 2.0 %)  | Acide alginique (Min: 0.6 %, Max: 0.6 %)  | pH (Min: 5.5 , Max: 5.5 ) ;;Matière fertilisante | Additif agronomique;
MFSC;1220692;GLUCONEX;Matière sèche (Min: 36.0 , Max: 36.0 )  | Cuivre (Cu) soluble dans l'eau (Min: 6.1 %, Max: 6.1 %)  | Carbone organique (Corg) (Min: 6.9 %, Max: 6.9 %)  | pH (Min: 4.1 %, Max: 4.1 %) ;;Matière fertilisante;
MFSC;1220961;AGRISILICA GRANULES PLUS;Matière sèche (Min: 93.0 %, Max: 93.0 %)  | Dioxyde de silicium (SiO2) (Min: 50.0 %, Max: 50.0 %)  | Oxyde de calcium (CaO) (Min: 2.0 %, Max: 2.0 %)  | Oxyde de magnésium (MgO) (Min: 1.5 %, Max: 1.5 %)  | Fer (Fe) (Min: 1.0 %, Max: 1.0 %) ;;Additif agronomique;
MFSC;1220713;AGRISILICA GRANULES;Matière sèche (Min: 93.0 %, Max: 93.0 %)  | Dioxyde de silicium (SiO2) (Min: 60.0 %, Max: 60.0 %)  | Oxyde de calcium CaO (Min: 2.0 %, Max: 2.0 %)  | Oxyde de magnésium (MgO) (Min: 1.5 %, Max: 1.5 %)  | Fer (Fe) (Min: 1.0 %, Max: 1.0 %) ;;Matière fertilisante;
MFSC;1160004;APROSOIL;;Capacité d'absorption par gramme (solution de Ca(NO3)2 à 2 g/L)  (Min: 40.0 mL, Max: 40.0 mL)  | Granulométrie (passant entre les tamis de 0,315 et 1 mm) (Min: 94.0 %, Max: 94.0 %)  | Capacité d'absorption par gramme (eau distillée) (Min: 300.0 mL, Max: 300.0 mL)  | Matière sèche (Min: 92.0 %, Max: 92.0 %) ;Rétenteur d'eau;
MFSC;1230477;ORGANOGEN 10-5-15;Matière sèche (Min: 90.0 %, Max: 90.0 %)  | Matière organique totale (Min: 16.0 %, Max: 16.0 %)  | Azote (N) total (Min: 10.0 %, Max: 10.0 %)  | dont Azote (N) ammoniacal (Min: 9.0 %, Max: 9.0 %)  | dont Azote (N) organique (Min: 1.0 %, Max: 1.0 %)  | Anhydre phosphorique (P2O5) total (Min: 5.0 %, Max: 5.0 %)  | dont Anhydre phosphorique (P2O5) soluble dans l'eau et citrate d'ammonium neutre (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 15.0 %, Max: 15.0 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 2.0 %, Max: 2.0 %)  | Substances humiques totales (Min: 7.0 %, Max: 7.0 %)  | dont acides humiques (Min: 3.0 %, Max: 3.0 %)  | dont acides fulviques (Min: 4.0 %, Max: 4.0 %) ;;Matière fertilisante;
MFSC;1240122;RHINO SKIN;Matière sèche (Min: 2.0 %, Max: 2.0 %)  | Dioxyde de silicium (SiO2) (Min: 0.014 %, Max: 0.014 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 0.4 %, Max: 0.4 %)  | pH (Min: 5.7 , Max: 5.7 ) ;;Matière fertilisante;
MFSC;1080007;SULCABAÏ;Soufre exprimé en équivalent SO3 total (Min: 21.0 %, Max: 21.0 %)  | Oxyde de calcium (CaO) total (Min: 12.5 %, Max: 12.5 %)  | Matière sèche (Min: 50.0 %, Max: 50.0 %) ;;Engrais apportant du calcium | Engrais apportant du soufre | Engrais;
MFSC;6230516;FERTI'DIG;Matière sèche (Min: 5.0 %, Max: 10.0 %)  | Matière organique (Min: 3.0 %, Max: 6.0 %)  | Azote (N) total  (Min: 0.4 %, Max: 1.0 %)  | Oxyde de potassium (K2O) total (Min: 0.3 %, Max: 0.7 %)  | Anhydride phosphorique (P2O5) total  (Min: 0.1 %, Max: 0.3 %) ;Azote (N) organique (Min:  , Max:  )  | Anhydride sulfurique (SO3) total (Min:  , Max:  )  | C/N (Min:  , Max:  )  | pH (Min:  , Max:  ) ;Amendement - Engrais;
MFSC;1220883;CALCINUT B;Matière sèche (Min: 83.0 %, Max: 83.0 %)  | Oxyde de calcium (CaO) total (Min: 33.0 %, Max: 33.0 %)  | Anhydride sulfurique (SO3) total (Min: 47.0 %, Max: 47.0 %)  | pH (Min: 7.5 , Max: 7.5 ) ;;Matière fertilisante;
MFSC;1210088;NECTAR CEREALES;Manganèse (Mn) total (Min: 4.7 %, Max: 4.7 %)  | Anhydride sulfurique (SO3) total (Min: 47.0 %, Max: 47.0 %)  | Carbone organique (C) total (Min: 1.0 %, Max: 1.0 %)  | dont carbonate organique issu de la cellulase (Min: 0.2 %, Max: 0.2 %) ;Anhydride sulfurique (SO3) soluble dans l'eau (Min:  , Max:  )  | pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1240741;PH PERFECT SENSI BLOOM A ;Matière sèche (Min: 21.0 %, Max: 21.0 %)  | Azote (N) total  (Min: 3.0 %, Max: 3.0 %)  | dont azote (N) nitrique (Min: 2.2 %, Max: 2.2 %)  | dont azote (N) uréique (Min: 0.8 %, Max: 0.8 %)  | Oxyde de calcium (CaO) soluble dans l'eau (Min: 2.9 %, Max: 2.9 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 1.0 %, Max: 1.0 %)  | Fer (Fe) soluble dans l'eau (Min: 0.04 %, Max: 0.04 %)  | dont fer (Fe) chélaté par DTPA, EDDHA et EDTA (Min: 0.04 %, Max: 0.04 %)  | Manganèse (Mn) soluble dans l'eau (Min: 0.05 %, Max: 0.05 %)  | dont manganèse (Mn) chélaté par EDTA (Min: 0.05 %, Max: 0.05 %)  | Acide humique (Min: 3.5 %, Max: 3.5 %)  | pH (Min: 5.0 , Max: 5.0 ) ;Zinc (Zn) soluble dans l'eau (Min:  , Max:  )  | dont zinc (Zn) chélaté par EDTA (Min:  , Max:  )  | Cuivre (Cu) soluble dans l'eau (Min:  , Max:  )  | dont cuivre (Cu) chélaté par EDTA (Min:  , Max:  )  | Bore (B) (Min:  , Max:  )  | Molybdène (Mo) (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1240740;PH PERFECT SENSI GROW A ;Matière sèche (Min: 26.0 %, Max: 26.0 %)  | Azote (N) total  (Min: 3.0 %, Max: 3.0 %)  | dont azote (N) nitrique (Min: 3.0 %, Max: 3.0 %)  | Oxyde de calcium (CaO) soluble dans l'eau (Min: 4.2 %, Max: 4.2 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 0.8 %, Max: 0.8 %)  | Fer (Fe) soluble dans l'eau (Min: 0.04 %, Max: 0.04 %)  | dont fer (Fe) chélaté par DTPA, EDDHA et EDTA (Min: 0.04 %, Max: 0.04 %)  | Manganèse (Mn) soluble dans l'eau (Min: 0.05 %, Max: 0.05 %)  | dont manganèse (Mn) chélaté par EDTA (Min: 0.05 %, Max: 0.05 %)  | Acide humique (Min: 3.5 %, Max: 3.5 %)  | pH (Min: 5.0 , Max: 5.0 ) ;Zinc (Zn) soluble dans l'eau (Min:  , Max:  )  | dont zinc (Zn) chélaté par EDTA (Min:  , Max:  )  | Cuivre (Cu) soluble dans l'eau (Min:  , Max:  )  | dont cuivre (Cu) chélaté par EDTA (Min:  , Max:  )  | Bore (B) (Min:  , Max:  )  | Molybdène (Mo) (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1230286;RHIZAMAX PLUS;Bacillus amyloliquefaciens souche ECO-B-01-DSM-32047 (Min: 150000.0 ufc/mg, Max: 150000.0 ufc/mg)  | Bacillus pumilus souche ECO-B-02-DSM-32048 (Min: 150000.0 ufc/mg, Max: 150000.0 ufc/mg)  | Bacillus licheniformis souche NBS 72100 (Min: 150000.0 ufc/mg, Max: 150000.0 ufc/mg)  | Bacillus pumilus souche NBS 93064 (Min: 150000.0 ufc/mg, Max: 150000.0 ufc/mg)  | Paenibacillus durus souche BIO ECO-P (Min: 120000.0 ufc/mg, Max: 120000.0 ufc/mg)  | Cercomonas lenta souche ECO-P-01-DSM-32401 (Min: 1200.0 ufc/mg, Max: 1200.0 ufc/mg)  | Rosculus terrestris souche ECO-P02-DSM-32402 (Min: 1200.0 ufc/mg, Max: 1200.0 ufc/mg)  | Glomus irregulare souche RH-1 (Min: 60.0 UFC/g, Max: 60.0 UFC/g) ;;Additif agronomique;
MFSC;1240218;ACCUDO XTS;Bacillus Paralicheniformis souche RTI184 (Min: 3850000000 UFC/mL, Max: 3850000000 UFC/mL) ;;Préparation bactérienne;
MFSC;1221050;M-POWER;Matière sèche (Min: 24.0 %, Max: 24.0 %)  | Mannitol (Min: 0.3 %, Max: 0.3 %)  | pH (Min: 9.0 , Max: 9.0 ) ;;Matière fertilisante;
MFSC;1180426;FERTEOS;;;Stimulateur de l'activité microbienne du sol;
MFSC;1210622;NECTAR MGS;Matière sèche  (Min: 29.0 %, Max: 29.0 %)  | Anhydride sulfurique (SO3) soluble dans l'eau (Min: 12.8 %, Max: 12.8 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 6.5 %, Max: 6.5 %)  | Carbone organique (C) (Min: 1.2 %, Max: 1.2 %)  | pH (Min: 6.8 , Max: 6.8 ) ;;Matière fertilisante;
MFSC;1230895;BOGRINE;Matière sèche (Min: 72.5 %, Max: 72.5 %)  | Matière organique (Min: 72.0 %, Max: 72.0 %)  | Azote (N) total  (Min: 12.0 %, Max: 12.0 %)  | dont azote (N) organique soluble (Min: 10.0 %, Max: 10.0 %)  | Acides aminés totaux d'origine animale (Min: 52.0 %, Max: 52.0 %)  | dont acides aminés libres (Min: 10.0 %, Max: 10.0 %)  | Poids moléculaire moyen des hydrolysats de protéines (Min: 3000.0 dalton, Max: 3000.0 dalton)  | Rapport glycine/(proline+hydroxyproline) (Min: 1.1 , Max: 1.1 )  | C/N (Min: 3.0 , Max: 3.0 )  | pH en solution (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1110014;RHIZOCELL;Matières sèche (Min: 96.0 %, Max: 96.0 %)  | Bacillus amyloliquefaciens souche IT45 (Min: 10000000000 UFC/g, Max: 10000000000 UFC/g) ;;Matière fertilisante;
MFSC;1250483;ISOTONIC B;Matière sèche (Min: 11.0 %, Max: 11.0 %)  | Azote (N) total  (Min: 3.0 %, Max: 3.0 %)  | dont azote (N) organique (Min: 2.0 %, Max: 2.0 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 1.0 %, Max: 1.0 %)  | Oxyde de potassium (K2O) total (Min: 2.0 %, Max: 2.0 %)  | dont oxyde de potassium (K2O) soluble dans l'eau (Min: 1.5 %, Max: 1.5 %)  | Fer (Fe) (Min: 0.3 %, Max: 0.3 %)  | pH (Min: 8.5 , Max: 8.5 ) ;Matière organique (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1230394;HAIFASTIM FORCE;Matière sèche (Min: 37.0 %, Max: 37.0 %)  | Matière organique totale (Min: 31.0 %, Max: 31.0 %)  | Azote (N) total  (Min: 3.0 %, Max: 3.0 %)  | dont azote (N) organique (Min: 3.0 %, Max: 3.0 %)  | Acides aminés et peptides totaux d'origine végétale (Min: 15.0 %, Max: 15.0 %)  | Mannitol (Min: 0.22 %, Max: 0.22 %)  | Bétaïne (Min: 1700.0 mg/kg, Max: 1700.0 mg/kg)  | Cytokine (Min: 1212.0 mg/kg, Max: 1212.0 mg/kg)  | Auxine (Min: 24.0 mg/kg, Max: 24.0 mg/kg)  | pH (10% en solution) (Min: 3.0 , Max: 3.0 )  | Acides aminés libres d'origine végétale (Min: 10.0 %, Max: 10.0 %) ;;Matière fertilisante;
MFSC;1230041;LABIN ENERGY GROW;Matière sèche (Min: 35.0 %, Max: 35.0 %)  | Azote (N) total  (Min: 7.0 %, Max: 7.0 %)  | dont azote (N) ammoniacal (Min: 1.0 %, Max: 1.0 %)  | dont azote (N) organique (Min: 1.0 %, Max: 1.0 %)  | dont azote (N) nitrique (Min: 1.5 %, Max: 1.5 %)  | dont azote (N) uréique (Min: 3.5 %, Max: 3.5 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 7.0 %, Max: 7.0 %)  | Bore (B) soluble dans l'eau (Min: 0.018 %, Max: 0.018 %)  | Fer (Fe) chelaté EDTA (Min: 0.08 %, Max: 0.08 %)  | Manganèse (Mn) chélaté EDTA (Min: 0.03 %, Max: 0.03 %)  | Zinc (Zn) chélaté EDTA (Min: 0.04 %, Max: 0.04 %)  | Cuivre (Cu) chélaté EDTA (Min: 0.04 %, Max: 0.04 %)  | Acides aminés libres d'origine végétale (Min: 2.0 %, Max: 2.0 %)  | pH (Min: 6.5 , Max: 6.5 ) ;Glycine bétaïne (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1220086;CONIDIS;Trichoderma harzianum souche ATB-THM-308 (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g) ;;Additif agronomique | Additif agronomique | Préparation fongique;
MFSC;1200294;PLANTBOOST;Matière sèche (Min: 12.7 %, Max: 12.7 %)  | Matière organique (Min: 11.0 %, Max: 11.0 %)  | Azote organique (Min: 1.2 %, Max: 1.2 %)  | Anhydride phosphorique (Min: 0.7 %, Max: 0.7 %) ;pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1230801;ANGIO STRESS;Matière sèche (Min: 64.0 %, Max: 64.0 %)  | Oxyde de calcium (CaO) total soluble dans les acides minéraux (Min: 28.0 %, Max: 28.0 %)  | Oxyde de silicium (SiO2) total (Min: 2.0 %, Max: 2.0 %)  | Acide aminé (L-Proline) (Min: 0.6 %, Max: 0.6 %)  | pH (Min: 8.2 , Max: 8.2 ) ;;Matière fertilisante;
MFSC;1220700;OSMOPRO LYE;Matière sèche (Min: 62.0 %, Max: 62.0 %)  | Matière organique (Min: 57.0 %, Max: 57.0 %)  | Azote (N) total  (Min: 7.0 %, Max: 7.0 %)  | Oxyde de potassium (K2O) total (Min: 1.5 %, Max: 1.5 %)  | Anhydride phosphorique (P2O5) total (Min: 2.3 %, Max: 2.3 %)  | Glycine bétaïne purifiée (Min: 19.4 %, Max: 19.4 %)  | pH (Min: 5.7 , Max: 5.7 ) ;;Matière fertilisante | Additif agronomique;
MFSC;1250345;YAARN;Matière sèche (Min: 48.0 %, Max: 48.0 %)  | Matière organique totale (Min: 25.0 %, Max: 25.0 %)  | Azote (N) total  (Min: 2.0 %, Max: 2.0 %)  | dont azote (N) organique (Min: 2.0 %, Max: 2.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 9.0 %, Max: 9.0 %)  | Acides aminés totaux d'origine animale (Min: 8.0 %, Max: 8.0 %)  | dont acides aminés libres (Min: 2.0 %, Max: 2.0 %)  | pH (Min: 10.0 , Max: 10.0 ) ;;Matière fertilisante;
MFSC;1250452;PTB297-P20;Rhizophagus irregularis (Glomus intraradices), souche Pont rouge DAOM 181602  (Min: 500.0 spores/g, Max:  ) ;;Additif agronomique;
MFSC;1220691;GLUCACTIV;Matière sèche (Min: 48.0 %, Max: 48.0 %)  | Cuivre (Cu) soluble dans l'eau (Min: 6.1 %, Max: 6.1 %)  | Carbone organique (Corg) (Min: 11.4 %, Max: 11.4 %)  | pH (Min: 8.7 %, Max: 8.7 %) ;;Matière fertilisante;
MFSC;1230217;STIMPLEX;Matière sèche (Min: 20.4 %, Max: 20.4 %)  | Matière organique (Min: 8.0 %, Max: 8.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 3.0 %, Max: 3.0 %)  | Mannitol (Min: 0.8 %, Max: 0.8 %)  | Fucoïdane (Min: 2.0 %, Max: 2.0 %)  | Acide alginique (Min: 1.5 %, Max: 1.5 %)  | pH (Min: 7.8 , Max: 7.8 ) ;;Matière fertilisante;
MFSC;1230333;PH PERFECT CONNOISSEUR COCO BLOOM B;Matière sèche (Min: 18.0 %, Max: 18.0 %)  | Azote (N) total  (Min: 1.0 %, Max: 1.0 %)  | dont azote (N) uréique (Min: 0.7 %, Max: 0.7 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | Bore (B) soluble dans l'eau (Min: 0.03 %, Max: 0.03 %)  | Acides fulviques (Min: 1.5 %, Max: 1.5 %)  | pH (Min: 6.0 , Max: 6.0 ) ;Anhydride sulfurique (SO3) soluble dans l'eau (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1000040;ROOTGROW;;;Matière fertilisante;
MFSC;1230239;EPIVIO PRIME;pH (Min: 2.0 , Max: 2.0 )  | Azote (N) total  (Min: 1.0 %, Max: 1.0 %)  | Matière sèche  (Min: 9.0 %, Max: 9.0 %)  | Acides fulviques (Min: 1.5 %, Max: 1.5 %)  | Azote nitrique (Min: 1.0 %, Max: 1.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 3.5 %, Max: 3.5 %)  | Matière organique  (Min: 1.95 %, Max: 1.95 %) ;;Matière fertilisante;
MFSC;1240145;N LEAF;Arthrobacter globiformis souche AGN14 (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g)  | Methylobacterium brachiatum souche AGN12 (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g)  | Methylobacterium pseudosasicola souche AGN13 (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g) ;;Préparation bactérienne;
